ID,Edad,Tipo_Trabajo,Estado_Civil,Educacion,mora,Vivienda,Vehiculo,Contacto,Mes,Dia,Campana,Dias_Ultima_Camp,No_Contactos,Resultado_Anterior,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,vlr_ingresos,segmento,perfil_riesgo,marg_cont,score_cliente,ah,cc,cdt,sum_saldo_prom_ah,sum_monto_trx_ah,sum_cant_trx_ah,sum_saldo_prom_cc,sum_monto_trx_cc,sum_cant_trx_cc,cdt_sum_valor_interes,cdt_sum_monto_apertura,cdt_prom_plazo_total_meses,buro_max_deuda,buro_num_creditos
31201,55,administrador negocio,casado,bachillerato,no,no,no,celular,dec,fri,2,999,0,sin contacto,-3.0,92713,-33.0,1,5024,1824781.5941101145,masivo,1,36495.63188220229,950,SI,SI,SI,138650.0543556163,12730.371942058835,6,74027.67794798277,5190.418050711988,12,35405.571650287246,1100053.3182099138,42,16819071.45801342,8
31203,30,estudiante,single,,no,no,no,celular,dec,mon,1,999,1,fallido,-3.0,92713,-33.0,1,5024,1979939.7411482786,masivo,2,39598.794822965574,900,SI,,SI,135535.13687950576,12444.370914334751,7,0.0,0.0,0,25628.904911171783,650296.297247389,15,5004980.589235816,4
31205,36,administrador negocio,single,bachillerato,no,,,celular,dec,mon,1,999,1,fallido,-3.0,92713,-33.0,1,5024,500000.0,masivo,1,10000.0,950,SI,SI,,118562.24619438317,10885.978367301725,9,232661.3761550488,16312.94996646,8,0.0,0.0,0,5743608.890425821,8
31209,47,administrador negocio,casado,pregrado,no,no,no,telefono fijo,dec,mon,2,999,0,sin contacto,-3.0,92713,-33.0,1,5024,1668230.5411836943,masivo,2,33364.61082367389,900,SI,,,253354.21164980796,23262.113833123814,10,0.0,0.0,0,0.0,0.0,0,10869281.518018993,5
31217,42,servicios,casado,pregrado,no,no,no,celular,dec,wed,1,6,1,satisfactorio,-3.0,92713,-33.0,1,5024,500000.0,masivo,2,10000.0,900,SI,SI,,369280.89106857765,33906.10350819151,14,329340.3400284575,23091.552958239332,12,0.0,0.0,0,10565527.483823756,9
31222,31,vendedor ambulante,single,pregrado,no,no,no,celular,dec,wed,1,999,0,sin contacto,-3.0,92713,-33.0,1,5024,1982533.709821185,masivo,2,39650.6741964237,900,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,7112482.146223175,3
31223,32,administrador negocio,casado,bachillerato,no,si,si,celular,dec,wed,2,999,0,sin contacto,-3.0,92713,-33.0,1,5024,2160343.0545626814,masivo,4,43206.86109125363,800,SI,SI,,488208.6624425731,44825.64314247058,11,105478.43979393781,7395.574372224532,14,0.0,0.0,0,11970502.400217224,8
31226,32,estudiante,casado,bachillerato,no,si,no,telefono fijo,dec,wed,5,999,0,sin contacto,-3.0,92713,-33.0,1,5024,2247546.1257864595,masivo,1,44950.922515729195,950,SI,,SI,457861.09084054,42039.23331502651,7,0.0,0.0,0,24018.16357185665,1463035.3189591977,59,4389233.400087422,1
31229,65,Vive de los arriendos,casado,,no,si,no,telefono fijo,dec,wed,3,999,1,fallido,-3.0,92713,-33.0,1,5024,1104953.1478304325,masivo,1,22099.06295660865,950,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,5246929.99172495,2
31230,37,Vive de los arriendos,casado,,no,no,no,celular,dec,wed,3,999,0,sin contacto,-3.0,92713,-33.0,1,5024,1809046.8350240348,masivo,2,36180.9367004807,900,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,7039469.975763023,3
31244,48,tecnico,casado,Estudiante Universitario,no,si,si,celular,dec,mon,3,999,0,sin contacto,-3.0,92713,-33.0,1,5024,2923953.845541167,masivo,1,58479.07691082334,950,SI,,SI,100390.9070369781,9217.54839636393,3,0.0,0.0,0,44420.99564922044,103930.2157865938,36,9622576.761341123,1
31247,63,tecnico,casado,,no,si,no,celular,dec,mon,2,999,1,fallido,-3.0,92713,-33.0,1,5024,2913769.648291259,masivo,2,58275.39296582518,900,SI,,,114031.05600475139,10469.940041732298,8,0.0,0.0,0,0.0,0.0,0,13153590.838696746,1
31254,56,administrador negocio,divorced,,no,no,no,celular,dec,wed,1,999,0,sin contacto,-3.0,92713,-33.0,1,5024,1470827.3007734395,masivo,4,29416.54601546879,800,SI,,SI,353452.4827967369,32452.79340681591,8,0.0,0.0,0,20604.541720258432,816545.0811936776,26,7975241.8103469545,9
31259,68,tecnico,casado,,no,no,no,celular,dec,thu,4,999,0,sin contacto,-3.0,92713,-33.0,1,5024,1639319.6307295598,masivo,2,32786.3926145912,900,SI,SI,,116187.21159689766,10667.910845137614,19,48444.65921409435,3396.6759543925155,20,0.0,0.0,0,10884778.183682602,3
31260,18,estudiante,single,bachillerato incompleto,no,no,no,celular,dec,thu,2,999,0,sin contacto,-3.0,92713,-33.0,1,5024,2610911.144734433,masivo,4,52218.22289468866,800,SI,,SI,231083.7201183232,21217.313765457715,10,0.0,0.0,0,13098.139010628776,566232.036014365,17,19084793.631132547,6
31262,19,estudiante,single,bachillerato,no,si,no,celular,dec,thu,2,999,3,fallido,-3.0,92713,-33.0,1,5024,500000.0,masivo,1,10000.0,950,,,SI,0.0,0.0,0,0.0,0.0,0,28829.64871803961,368157.7758974349,20,3795022.3808155954,8
31264,76,pensionado,casado,pregrado,no,no,si,celular,dec,thu,3,4,2,satisfactorio,-3.0,92713,-33.0,1,5024,1176924.2573229754,masivo,4,23538.48514645951,800,,SI,SI,0.0,0.0,0,139385.27241192426,9772.937014701725,6,10417.18805224053,115597.65846995515,20,3375906.3899356807,8
31266,38,desempleado,single,bachillerato,no,si,no,celular,dec,fri,4,6,1,satisfactorio,-3.0,92713,-33.0,1,5024,2835570.4555367567,masivo,2,56711.409110735134,900,,SI,SI,0.0,0.0,0,448481.00914694957,31445.048525141367,18,13660.410560603768,1229795.4203742167,23,11806350.213105192,4
31268,23,empleado,single,bachillerato,no,si,no,celular,dec,fri,6,999,0,sin contacto,-3.0,92713,-33.0,1,5024,2475200.5416847663,masivo,1,49504.01083369533,950,SI,SI,SI,309806.07549628016,28445.330146511034,15,487892.3287399968,34208.3558486788,11,32593.821420267082,1040121.492436068,25,19163514.956873592,2
31271,36,administrador negocio,casado,pregrado,no,si,no,telefono fijo,dec,fri,4,999,0,sin contacto,-3.0,92713,-33.0,1,5024,1869263.7776499046,masivo,2,37385.27555299809,900,SI,SI,SI,37532.58464133532,3446.113055286005,11,81283.38592203418,5699.148821190486,6,26949.743854595792,1399458.5348498188,31,14982609.742972137,3
31274,26,estudiante,single,pregrado,no,no,no,telefono fijo,dec,mon,1,999,0,sin contacto,-3.0,92713,-33.0,1,5024,500000.0,masivo,1,10000.0,950,SI,,SI,354250.6206260294,32526.075681930353,14,0.0,0.0,0,42402.55796989137,1338847.692473377,54,5214598.903667168,8
31279,31,administrador negocio,casado,Estudiante Universitario,no,no,si,celular,dec,mon,2,999,1,fallido,-3.0,92713,-33.0,1,5024,1450089.766958838,masivo,1,29001.795339176762,950,SI,,,448416.57727188524,41172.070506475284,8,0.0,0.0,0,0.0,0.0,0,15747514.246029783,5
31282,23,estudiante,single,bachillerato incompleto,no,si,no,celular,dec,tue,2,999,0,sin contacto,-3.0,92713,-33.0,1,5024,910084.603750067,masivo,1,18201.692075001338,950,,SI,,0.0,0.0,0,202837.61335699027,14221.86996694998,12,0.0,0.0,0,6546283.273461024,1
31285,28,estudiante,single,,no,si,no,celular,dec,wed,2,999,0,sin contacto,-3.0,92713,-33.0,1,5024,1831038.9028172134,masivo,2,36620.77805634427,900,,SI,SI,0.0,0.0,0,227278.9057042848,15935.560420286472,9,8941.127586297871,467672.1125628933,56,6647776.861234292,3
31287,41,administrador negocio,casado,pregrado,no,si,no,celular,dec,thu,2,999,0,sin contacto,-3.0,92713,-33.0,1,5024,690653.3152051198,masivo,4,13813.066304102396,800,SI,SI,SI,299385.5141050233,27488.549978105824,12,230861.79709766226,16186.773273065595,8,46169.77295456512,898402.9101579321,26,5532470.767325568,1
31294,41,administrador negocio,single,pregrado,no,si,si,telefono fijo,dec,thu,1,999,1,fallido,-3.0,92713,-33.0,1,5024,500000.0,masivo,4,10000.0,800,,SI,,0.0,0.0,0,194964.6279526303,13669.85906118449,9,0.0,0.0,0,11821645.969171727,2
31299,53,administrador negocio,casado,pregrado,no,si,si,celular,dec,mon,1,999,0,sin contacto,-3.0,92713,-33.0,1,5024,500000.0,masivo,4,10000.0,800,,SI,,0.0,0.0,0,184956.13379520996,12968.117899296058,10,0.0,0.0,0,106170.8555800331,1
31300,37,administrador negocio,casado,pregrado,no,no,si,celular,dec,mon,2,6,1,satisfactorio,-3.0,92713,-33.0,1,5024,2721804.6849767016,masivo,4,54436.09369953403,800,SI,,SI,348271.1987277234,31977.065693310444,13,0.0,0.0,0,40895.003808895555,1210166.1571074522,55,511216.8103973579,5
31302,53,administrador negocio,casado,pregrado,no,si,si,telefono fijo,dec,mon,1,6,2,satisfactorio,-3.0,92713,-33.0,1,5024,1100229.4885569424,masivo,2,22004.58977113885,900,SI,SI,SI,406193.94421174045,37295.33330844952,13,200335.55802141206,14046.439458555662,11,40145.71798650965,1585871.2857909584,7,14808154.335929332,9
31305,35,Vive de los arriendos,divorced,pregrado,no,no,no,celular,dec,mon,2,999,1,fallido,-3.0,92713,-33.0,1,5024,1657145.7837025346,masivo,2,33142.915674050695,900,SI,SI,SI,495121.99409953965,45460.40151859255,10,494361.8900207829,34661.96628983805,16,26186.297749995978,619763.0873744169,57,1276302.273611396,4
31310,26,tecnico,single,pregrado,no,si,no,celular,dec,tue,1,5,1,satisfactorio,-3.0,92713,-33.0,1,5024,1497761.8835258188,masivo,2,29955.237670516377,900,,SI,,0.0,0.0,0,234641.6452019979,16451.795658928877,13,0.0,0.0,0,15012503.344195493,6
31311,27,tecnico,single,pregrado,no,si,no,celular,dec,tue,3,6,2,satisfactorio,-3.0,92713,-33.0,1,5024,500000.0,masivo,1,10000.0,950,SI,,SI,296493.74427002453,27223.037600621,6,0.0,0.0,0,30558.203021159472,380494.04199170147,36,5947011.738408028,7
31315,27,tecnico,single,pregrado,no,si,no,celular,dec,tue,1,999,1,fallido,-3.0,92713,-33.0,1,5024,500000.0,masivo,4,10000.0,800,SI,,SI,194331.40946673366,17842.842788873684,10,0.0,0.0,0,24598.09435358686,105870.42911969734,8,15948530.250741752,2
31317,73,pensionado,divorced,bachillerato,no,no,si,celular,dec,tue,3,6,2,satisfactorio,-3.0,92713,-33.0,1,5024,500000.0,masivo,4,10000.0,800,,SI,SI,0.0,0.0,0,446186.97816821455,31284.203552950214,6,24144.12662497736,1970332.1201355928,25,12569573.568507629,9
31319,31,estudiante,casado,bachillerato,no,si,no,celular,dec,wed,3,999,0,sin contacto,-3.0,92713,-33.0,1,5024,776831.561170607,masivo,2,15536.63122341214,900,SI,SI,SI,498813.6114075481,45799.35314480795,8,334579.30590502504,23458.880744366943,8,28934.256387779278,175099.23320136953,27,15466863.195008676,7
31321,60,tecnico,casado,pregrado,no,si,no,telefono fijo,mar,mon,1,999,0,sin contacto,-1.8,93369,-34.8,1,5009,1866606.247013805,masivo,2,37332.1249402761,900,SI,,,16802.778550655494,1542.7734349188015,16,0.0,0.0,0,0.0,0.0,0,9255421.344560724,2
31322,30,empleado,casado,bachillerato,no,si,no,telefono fijo,mar,tue,1,999,0,sin contacto,-1.8,93369,-34.8,1,5009,704282.3364793885,masivo,1,14085.64672958777,950,,SI,,0.0,0.0,0,207981.62157594305,14582.53983871638,11,0.0,0.0,0,17020210.4961472,6
31323,78,pensionado,divorced,Estudiante Universitario,no,si,no,celular,mar,tue,1,999,1,fallido,-1.8,93369,-34.8,1,5009,3246490.6315946216,preferente,4,162324.5315797311,800,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,6112110.504781876,9
31326,30,empleado,casado,bachillerato,no,no,no,celular,mar,tue,1,999,0,sin contacto,-1.8,93369,-34.8,1,5009,2527151.035893151,masivo,4,50543.02071786302,800,SI,SI,SI,357824.44886727113,32854.21232045882,11,60620.11622913884,4250.352763098588,11,11529.107061929733,523187.42421703244,22,5735200.007748484,1
31330,66,pensionado,casado,Estudiante Universitario,no,no,no,celular,mar,tue,1,999,1,fallido,-1.8,93369,-34.8,1,5009,2308359.549665708,masivo,4,46167.190993314165,800,SI,,SI,367129.94785718835,33708.61128769082,5,0.0,0.0,0,11776.471567326074,331804.5768701368,13,467397.5583522693,5
31337,21,estudiante,single,bachillerato incompleto,no,no,no,celular,mar,wed,1,6,1,satisfactorio,-1.8,93369,-34.8,1,5009,1380341.09752685,masivo,2,27606.821950537,900,,SI,,0.0,0.0,0,100853.5948740306,7071.305406623618,11,0.0,0.0,0,4221674.7899023555,4
31338,38,empleado,single,bachillerato,no,no,no,celular,mar,wed,1,999,1,fallido,-1.8,93369,-34.8,1,5009,3014280.7357204836,preferente,2,150714.0367860242,900,,,SI,0.0,0.0,0,0.0,0.0,0,46273.98321882723,1532393.0866139226,6,6706352.17796313,6
31343,36,administrador negocio,casado,bachillerato,no,si,no,celular,mar,wed,6,999,0,sin contacto,-1.8,93369,-34.8,1,5009,1281994.3688788759,masivo,4,25639.887377577517,800,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,16357090.022027902,9
31346,34,tecnico,single,pregrado,no,si,no,celular,mar,thu,2,999,0,sin contacto,-1.8,93369,-34.8,1,5009,1468738.585845754,masivo,2,29374.771716915082,900,SI,SI,,277528.79421135935,25481.741001557682,14,298064.90086698247,20898.689309568203,9,0.0,0.0,0,2700956.4106110404,7
31354,34,administrador negocio,casado,Estudiante Universitario,no,si,no,celular,mar,thu,3,999,1,fallido,-1.8,93369,-34.8,1,5009,1669974.5397492694,masivo,4,33399.49079498539,800,,SI,,0.0,0.0,0,146459.53958908631,10268.946143580552,15,0.0,0.0,0,10737377.11319176,5
31362,38,tecnico,single,bachillerato,no,no,no,celular,mar,fri,3,17,3,fallido,-1.8,93369,-34.8,1,5009,2201823.040543344,masivo,4,44036.460810866876,800,SI,SI,SI,362933.0209231496,33323.26386657173,13,411982.1886397815,28885.949792864238,5,16389.083004932465,1210454.1165019944,51,5569167.934069559,1
31370,43,vendedor ambulante,casado,pregrado,no,si,no,celular,mar,mon,2,9,1,satisfactorio,-1.8,93369,-34.8,1,5009,2136908.0790029853,masivo,1,42738.16158005971,950,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,11872460.062589906,9
31373,29,administrador negocio,single,bachillerato,no,no,no,celular,mar,mon,4,999,0,sin contacto,-1.8,93369,-34.8,1,5009,1024874.7215553968,masivo,4,20497.494431107938,800,SI,SI,SI,172949.4826432728,15879.62768185043,5,117124.64826825233,8212.143152484163,6,26773.41099127121,1007710.7485698806,46,19990845.527309857,1
31378,49,empleado,casado,bachillerato incompleto,,no,no,celular,mar,mon,3,7,2,satisfactorio,-1.8,93369,-34.8,1,5009,967006.2805740463,masivo,4,19340.125611480926,800,SI,SI,SI,11447.882613058937,1051.1052757287675,9,77053.65746944939,5402.5832727569305,16,5000.709465068334,1719697.5074024415,29,16205764.106931303,2
31379,49,empleado,casado,bachillerato incompleto,,no,no,celular,mar,mon,1,6,2,satisfactorio,-1.8,93369,-34.8,1,5009,,masivo,2,42798.05914304169,900,SI,SI,,164010.81183287856,15058.909618573785,10,382202.963272454,26797.99251570357,11,0.0,0.0,0,4356174.624487759,1
31380,59,empleado,casado,preescolar,no,si,no,celular,mar,mon,2,999,0,sin contacto,-1.8,93369,-34.8,1,5009,2215236.5838912325,masivo,2,44304.73167782465,900,SI,,,272021.72138988203,24976.100483382368,9,0.0,0.0,0,0.0,0.0,0,18523592.162000563,7
31382,64,pensionado,casado,pregrado,no,no,no,celular,mar,tue,2,6,1,satisfactorio,-1.8,93369,-34.8,1,5009,1106648.8751771273,masivo,2,22132.97750354255,900,SI,SI,SI,267794.0088808243,24587.92643646596,9,63761.35455049172,4470.599305158098,9,36737.04948474628,280686.4133833925,15,6943699.848984654,9
31383,42,empleado,casado,primaria,no,si,si,celular,mar,tue,1,7,3,fallido,-1.8,93369,-34.8,1,5009,500000.0,masivo,2,10000.0,900,SI,,,196134.64710682372,18008.409877649494,12,0.0,0.0,0,0.0,0.0,0,13101061.48299668,1
31384,34,administrador negocio,single,bachillerato,no,no,no,celular,mar,tue,1,6,2,satisfactorio,-1.8,93369,-34.8,1,5009,1292683.9039917553,masivo,4,25853.678079835106,800,SI,,SI,466842.86952304485,42863.90939511137,8,0.0,0.0,0,18067.430394221512,1504178.6988949324,36,18860556.54350613,2
31385,29,empleado,single,Estudiante Universitario,no,si,si,celular,mar,tue,1,999,0,sin contacto,-1.8,93369,-34.8,1,5009,2123525.7988258586,masivo,2,42470.51597651717,900,SI,,,243413.78481674986,22349.41797133149,8,0.0,0.0,0,0.0,0.0,0,17139574.08553494,5
31386,34,administrador negocio,single,pregrado,no,si,no,celular,mar,tue,1,6,3,satisfactorio,-1.8,93369,-34.8,1,5009,3305416.8464197805,preferente,4,165270.84232098903,800,,SI,,0.0,0.0,0,416945.2670730478,29233.933852356502,9,0.0,0.0,0,9096625.228412783,2
31391,64,pensionado,casado,pregrado,no,no,no,celular,mar,tue,2,5,1,satisfactorio,-1.8,93369,-34.8,1,5009,500000.0,masivo,2,10000.0,900,SI,SI,,104842.21865952961,9626.2525461636,12,468631.5640063015,32857.89580838771,10,0.0,0.0,0,2455330.3380249524,5
31393,34,administrador negocio,single,pregrado,no,si,no,celular,mar,tue,2,999,0,sin contacto,-1.8,93369,-34.8,1,5009,1073428.7471694264,masivo,4,21468.57494338853,800,,SI,SI,0.0,0.0,0,140630.29966127343,9860.231552201483,10,30365.572069534133,1575862.48235978,58,9534278.752706766,9
31394,34,administrador negocio,single,pregrado,no,si,si,celular,mar,tue,1,999,0,sin contacto,-1.8,93369,-34.8,1,5009,1110596.4384746235,masivo,4,22211.92876949247,800,,SI,,0.0,0.0,0,286520.20005531854,20089.237694389416,7,0.0,0.0,0,12697509.568395497,7
31398,35,tecnico,casado,pregrado,no,si,si,celular,mar,wed,1,999,1,fallido,-1.8,93369,-34.8,1,5009,2855805.339431501,masivo,4,57116.10678863002,800,SI,SI,SI,159316.03582723124,14627.851405042527,7,446733.06143400667,31322.491940733373,7,19727.875001020584,586675.0399347197,46,4610825.086871148,8
31401,33,administrador negocio,casado,pregrado,no,no,si,telefono fijo,mar,thu,2,999,1,fallido,-1.8,93369,-34.8,1,5009,1465058.4995413672,masivo,2,29301.169990827344,900,SI,,,173740.09221926035,15952.218738594342,4,0.0,0.0,0,0.0,0.0,0,2552361.836311819,4
31402,27,tecnico,single,pregrado,no,si,no,celular,mar,thu,4,999,1,fallido,-1.8,93369,-34.8,1,5009,592673.4406277344,masivo,1,11853.468812554689,950,,,SI,0.0,0.0,0,0.0,0.0,0,22714.8077733205,1006430.1948996437,18,19310401.74833075,3
31403,39,administrador negocio,divorced,pregrado,no,si,no,celular,mar,thu,1,13,1,satisfactorio,-1.8,93369,-34.8,1,5009,2058695.282921819,masivo,1,41173.90565843638,950,SI,SI,,385084.58893212397,35357.144784719625,16,302181.2011407559,21187.301891177976,11,0.0,0.0,0,16244754.688747419,8
31405,46,administrador negocio,casado,pregrado,no,si,no,celular,mar,thu,1,999,0,sin contacto,-1.8,93369,-34.8,1,5009,1095361.4799590537,masivo,4,21907.229599181075,800,SI,,,253094.164441721,23238.23719133794,10,0.0,0.0,0,0.0,0.0,0,11665983.26085894,8
31407,33,administrador negocio,casado,pregrado,no,si,no,celular,mar,thu,1,3,1,satisfactorio,-1.8,93369,-34.8,1,5009,500000.0,masivo,4,10000.0,800,SI,SI,SI,227730.6330806853,20909.444826338924,13,144577.2127840425,10136.967628286535,8,25938.26777920223,913206.4194340586,52,11530930.641836705,2
31412,33,administrador negocio,casado,pregrado,no,no,no,celular,mar,fri,2,999,1,fallido,-1.8,93369,-34.8,1,5009,607226.6927238493,masivo,2,12144.533854476987,900,SI,,,195267.4999489153,17928.791402922034,8,0.0,0.0,0,0.0,0.0,0,15112475.890869513,6
31415,33,administrador negocio,casado,pregrado,no,no,no,celular,mar,fri,2,999,3,fallido,-1.8,93369,-34.8,1,5009,3234041.954422619,preferente,4,161702.09772113097,800,SI,SI,SI,16646.738053652836,1528.4463322422127,9,102914.60928949612,7215.81252506014,7,10096.491151570066,154023.902911301,33,14996266.940077027,5
31419,58,pensionado,casado,pregrado,no,si,no,celular,mar,mon,2,999,1,fallido,-1.8,93369,-34.8,1,5009,1884209.2216494624,masivo,4,37684.18443298925,800,,SI,,0.0,0.0,0,366374.75458547636,25688.20463154147,12,0.0,0.0,0,3641145.460448009,3
31424,62,tecnico,casado,,no,si,no,celular,mar,mon,1,6,1,satisfactorio,-1.8,93369,-34.8,1,5009,1607760.0554525428,masivo,2,32155.201109050857,900,,SI,,0.0,0.0,0,64490.926017067766,4521.752887363683,11,0.0,0.0,0,6340476.788538272,8
31426,53,tecnico,casado,Estudiante Universitario,no,si,no,telefono fijo,mar,mon,5,999,2,fallido,-1.8,93369,-34.8,1,5009,1250106.264187954,masivo,4,25002.12528375908,800,,,SI,0.0,0.0,0,0.0,0.0,0,6099.025780177139,651818.2224064076,28,12940236.942761999,1
31431,29,administrador negocio,single,pregrado,no,no,no,celular,mar,mon,2,999,0,sin contacto,-1.8,93369,-34.8,1,5009,1792148.8421187988,masivo,4,35842.976842375974,800,SI,SI,SI,373008.78428678244,34248.3858639294,9,418536.49391913624,29345.502022176963,8,45681.119082199824,1899409.6198212272,26,15110476.36371936,3
31435,30,desempleado,single,Estudiante Universitario,no,si,no,celular,mar,mon,1,999,0,sin contacto,-1.8,93369,-34.8,1,5009,1780235.9460024943,masivo,2,35604.71892004989,900,,SI,,0.0,0.0,0,443726.7740648988,31111.707425282148,7,0.0,0.0,0,1120873.8531572968,6
31438,31,desempleado,single,pregrado,no,si,no,celular,mar,tue,1,10,1,satisfactorio,-1.8,93369,-34.8,1,5009,1792168.8282073261,masivo,2,35843.37656414652,900,,SI,,0.0,0.0,0,484311.6360140254,33957.297154496955,7,0.0,0.0,0,14201622.783517519,5
31446,27,servicios,single,bachillerato,no,si,si,celular,mar,tue,1,9,2,fallido,-1.8,93369,-34.8,1,5009,1614845.090277753,masivo,4,32296.901805555062,800,,SI,,0.0,0.0,0,308075.0021064138,21600.543151304362,5,0.0,0.0,0,389599.5482392053,2
31450,66,pensionado,casado,bachillerato,no,,,celular,mar,tue,3,999,1,fallido,-1.8,93369,-34.8,1,5009,2368798.338305549,masivo,4,47375.966766110985,800,,,SI,0.0,0.0,0,0.0,0.0,0,9920.792528500759,697163.9021105164,34,5774440.978167182,7
31452,33,vendedor ambulante,casado,pregrado,no,si,no,celular,mar,wed,1,11,1,satisfactorio,-1.8,93369,-34.8,1,5009,1523104.346000731,masivo,4,30462.08692001462,800,SI,SI,,207033.81219985138,19009.133794686502,14,335955.6547958807,23555.382840950257,17,0.0,0.0,0,19066164.32246155,1
31455,59,administrador negocio,casado,pregrado,no,si,no,telefono fijo,mar,wed,7,999,0,sin contacto,-1.8,93369,-34.8,1,5009,522061.16444736125,masivo,4,10441.223288947225,800,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,8735738.322500346,3
31457,53,tecnico,casado,,no,no,no,celular,mar,thu,1,999,1,fallido,-1.8,93369,-34.8,1,5009,887577.1090991318,masivo,2,17751.542181982637,900,SI,,SI,321502.3764980497,29519.24434575758,9,0.0,0.0,0,45163.37702601043,145164.64522031276,50,9883989.330852512,3
31459,28,administrador negocio,single,pregrado,no,si,no,celular,mar,thu,1,9,1,satisfactorio,-1.8,93369,-34.8,1,5009,500000.0,masivo,2,10000.0,900,,SI,,0.0,0.0,0,465078.89509511855,32608.80199164305,15,0.0,0.0,0,14819506.011207202,9
31461,28,administrador negocio,single,pregrado,no,no,no,celular,mar,thu,1,999,0,sin contacto,-1.8,93369,-34.8,1,5009,3526817.1160423923,preferente,1,176340.85580211962,950,SI,,SI,179685.3979924454,16498.09630174186,13,0.0,0.0,0,35074.84740985582,152924.30578455946,30,11720484.654107166,2
31462,47,servicios,single,,no,,,celular,mar,thu,2,999,0,sin contacto,-1.8,93369,-34.8,1,5009,2362754.5919526867,masivo,2,47255.09183905373,900,,SI,,0.0,0.0,0,279199.5554726254,19575.953922182525,8,0.0,0.0,0,6128701.01582718,5
31464,43,administrador negocio,casado,bachillerato,no,si,no,celular,mar,thu,1,999,0,sin contacto,-1.8,93369,-34.8,1,5009,669929.504870763,masivo,1,13398.590097415261,950,SI,SI,SI,402747.5988338556,36978.90170872766,6,38582.274102723386,2705.1791639474236,9,44700.129064716675,1325076.7470403826,24,11839888.715417348,2
31465,34,administrador negocio,single,pregrado,no,si,no,celular,mar,thu,2,6,3,satisfactorio,-1.8,93369,-34.8,1,5009,1218155.1506029,masivo,1,24363.103012058,950,SI,SI,,326507.9052132569,29978.83480612484,8,119154.2306135327,8354.44642515674,6,0.0,0.0,0,10923435.987630675,1
31470,59,desempleado,casado,bachillerato incompleto,no,si,no,celular,mar,mon,2,999,0,sin contacto,-1.8,93369,-34.8,1,5009,863123.5257935666,masivo,4,17262.470515871333,800,,,SI,0.0,0.0,0,0.0,0.0,0,11743.672839315228,1212786.5580833652,10,2657307.122896006,5
31473,38,estudiante,single,,no,no,si,celular,mar,mon,1,3,4,satisfactorio,-1.8,93369,-34.8,1,5009,3042547.211374117,preferente,2,152127.36056870586,900,,,SI,0.0,0.0,0,0.0,0.0,0,22867.168557471156,1949108.9746283137,43,14913837.953507561,7
31481,30,estudiante,single,,no,no,si,telefono fijo,mar,tue,1,3,2,satisfactorio,-1.8,93369,-34.8,1,5009,500000.0,masivo,2,10000.0,900,,,,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,12194497.678372808,3
31482,37,empleado,casado,bachillerato incompleto,no,si,no,celular,mar,tue,1,999,1,fallido,-1.8,93369,-34.8,1,5009,1614476.0588187792,masivo,2,32289.521176375583,900,SI,,SI,214023.49841804116,19650.902784459955,16,0.0,0.0,0,48476.141070640544,1515685.824814786,41,1362248.8071097226,7
31484,27,administrador negocio,single,,no,no,no,celular,mar,tue,1,3,1,satisfactorio,-1.8,93369,-34.8,1,5009,1391472.1574351522,masivo,4,27829.443148703045,800,SI,,,96483.6019553785,8858.793059331892,15,0.0,0.0,0,0.0,0.0,0,2970227.5118913916,4
31485,27,administrador negocio,single,pregrado,no,no,no,celular,mar,tue,2,999,0,sin contacto,-1.8,93369,-34.8,1,5009,2326838.6307091145,masivo,2,46536.77261418229,900,SI,SI,,260224.7651736664,23892.944467940644,9,405325.2140153322,28419.198947617515,11,0.0,0.0,0,2701693.788697265,3
31494,33,servicios,single,bachillerato,no,si,no,celular,mar,fri,2,6,1,satisfactorio,-1.8,93369,-34.8,1,5009,1395990.772275305,masivo,1,27919.815445506098,950,SI,SI,SI,228005.61075724792,20934.692332477123,10,175605.9632872943,12312.534810284107,9,41767.13590562322,1295220.680331169,58,1490095.1095415654,6
31495,59,servicios,single,bachillerato,no,si,no,celular,mar,fri,2,999,0,sin contacto,-1.8,93369,-34.8,1,5009,500000.0,masivo,4,10000.0,800,,SI,SI,0.0,0.0,0,162367.87102412694,11384.351798951293,14,14477.526510302567,378992.6379226222,14,4271581.243407202,9
31496,34,empleado,single,,no,si,no,celular,mar,fri,1,999,1,fallido,-1.8,93369,-34.8,1,5009,1248882.1653575592,masivo,2,24977.643307151186,900,SI,,,334709.90029595897,30731.91383342856,11,0.0,0.0,0,0.0,0.0,0,11519337.232752273,9
31505,58,servicios,casado,bachillerato,no,no,no,celular,mar,mon,2,999,2,fallido,-1.8,93369,-34.8,1,5009,,masivo,2,10556.755641133499,900,SI,SI,,407877.92402338434,37449.950552883914,8,312316.1460519875,21897.909092003483,9,0.0,0.0,0,2523812.4547170796,1
